GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,BUS ID,C0,C1,C2,Csu,capex1,capex2,capex3,fuel_cost1,fuel_cost2,fuel_cost3,fixed_ops1,fixed_ops2,fixed_ops3,var_ops1,var_ops2,var_ops3
223,100,CT,G,,,1.0,453.2,135.96,253.79,-29.0,1.0,2.0,15.61,,,,,,,17,2.29,0.3,0.533333333,0.766666667,1.0,,3364.366812,2011.69257,2027.318572,-4039.011142,,100.0,2943.0,42.96,0.0016,17.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
224,100,CT,G,,,1.0,252.0,75.6,0.0,0.0,1.0,2.0,45.26,,,,,,,57,2.29,0.3,0.533333333,0.766666667,1.0,,6272.489083,1440.11214,1444.943497,-2885.055637,,100.0,289.0,55.75,0.0016,57.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
225,86,PV,S,,,1.0,12.33333333,0.0,2.07,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,2704.197531,8112.592593,-10816.79012,,86.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
226,86,CT,G,,,1.0,102.7,30.81,57.51,-6.57,1.0,2.0,24.18,,,,,,,75,2.29,0.3,0.533333333,0.766666667,1.0,,3363.537118,573.8321888,574.6346222,-1148.466811,,86.0,156.0,54.7,0.0016,75.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
227,54,CT,G,,,1.0,1189.9,356.97,666.34,-76.15,1.0,2.0,13.65,,,,,,,49,2.29,0.3,0.533333333,0.766666667,1.0,,25460.74236,4713.454281,4821.172458,-9534.626739,,54.0,663.0,37.29,0.0016,49.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
228,44,CT,G,,,1.0,10.2,3.06,5.19,-1.13,1.0,2.0,2.6,,,,,,,31,2.29,0.3,0.533333333,0.766666667,1.0,,138.0786026,54.74374148,54.7516568,-109.4953983,,44.0,208.0,52.66,0.0016,31.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
229,44,CT,G,,,1.0,918.3,275.49,514.25,-58.77,1.0,2.0,56.14,,,,,,,7,2.29,0.3,0.533333333,0.766666667,1.0,,2807.030568,3721.598554,3785.754547,-7507.353101,,44.0,2112.0,38.55,0.0016,7.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
230,91,CT,G,,,1.0,1690.0,507.0,787.54,-206.18,1.0,2.0,453.27,,,,,,,66,2.29,0.3,0.533333333,0.766666667,1.0,,48707.42358,7573.840369,7791.131237,-15364.97161,,91.0,1637.0,41.73,0.0016,66.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
231,91,CT,G,,,1.0,101.9,30.57,57.06,-6.52,1.0,2.0,7.78,,,,,,,48,2.29,0.3,0.533333333,0.766666667,1.0,,2135.895197,290.2608398,291.0508204,-581.3116602,,91.0,600.0,27.82,0.0016,48.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
232,91,COAL,C,,,1.0,939.7,281.91,526.23,-60.14,12.0,12.0,34.98,,,,,,,368,1.78,0.3,0.533333333,0.766666667,1.0,,194275.0562,2430.735247,2517.164747,-4947.899993,,91.0,2470.0,18.48,0.0016,368.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
233,91,PV,S,,,1.0,14.33333333,0.0,2.41,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,3652.345679,10957.03704,-14609.38272,,91.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
234,91,CT,G,,,1.0,643.6,193.08,360.42,-41.19,1.0,2.0,145.43,,,,,,,25,2.29,0.3,0.533333333,0.766666667,1.0,,7026.200873,2160.668563,2192.182317,-4352.85088,,91.0,2859.0,32.09,0.0016,25.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
235,65,CT,G,,,1.0,4008.4,1202.52,1867.91,-489.02,1.0,2.0,1030.93,,,,,,,11,2.29,0.3,0.533333333,0.766666667,1.0,,19254.32314,19467.38876,20689.77985,-40157.16861,,65.0,1913.0,42.32,0.0016,11.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
236,31,WIND,W,,,1.0,530.1000171,0.0,324.86,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,4995662.723,14986988.17,-19982650.89,,31.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
237,19,WIND,W,,,1.0,522.0000273,0.0,320.32,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,4844160.506,14532481.52,-19376642.03,,19.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
238,49,PV,S,,,1.0,136.6666667,0.0,22.96,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,332049.3827,996148.1481,-1328197.531,,49.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
239,33,CT,G,,,1.0,15.0,4.5,8.4,-0.96,1.0,2.0,3.79,,,,,,,4,2.29,0.3,0.533333333,0.766666667,1.0,,26.20087336,53.89082969,53.9079476,-107.7987773,,33.0,419.0,35.24,0.0016,4.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
240,15,PV,S,,,1.0,22.66666667,0.0,3.46,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,9133.82716,27401.48148,-36535.30864,,15.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
241,15,COAL,C,,,1.0,1176.0,352.8,658.56,-75.26,12.0,12.0,73.44,,,,,,,238,1.78,0.3,0.533333333,0.766666667,1.0,,157240.4494,3229.287191,3364.649636,-6593.936827,,15.0,2972.0,19.38,0.0016,238.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
242,52,CT,G,,,1.0,1795.4,538.62,836.66,-219.04,1.0,2.0,84.64,,,,,,,17,2.29,0.3,0.533333333,0.766666667,1.0,,13328.29694,8520.102496,8765.342045,-17285.44454,,52.0,3296.0,44.18,0.0016,17.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
243,88,CT,G,,,1.0,376.9,113.07,211.06,-24.12,1.0,2.0,106.18,,,,,,,59,2.29,0.3,0.533333333,0.766666667,1.0,,9710.524017,1950.595934,1961.403312,-3911.999247,,88.0,37.0,50.29,0.0016,59.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
244,33,CT,G,,,1.0,215.2,64.56,120.51,-13.77,1.0,2.0,47.73,,,,,,,75,2.29,0.3,0.533333333,0.766666667,1.0,,7048.034934,991.0430913,994.5664155,-1985.609507,,33.0,8.0,44.91,0.0016,75.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
245,113,WIND,W,,,1.0,260.0000216,0.0,144.46,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,1201777.978,3605333.934,-4807111.911,,113.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
246,80,CT,G,,,1.0,689.4,206.82,386.06,-44.12,1.0,2.0,198.78,,,,,,,51,2.29,0.3,0.533333333,0.766666667,1.0,,15353.44978,3795.256381,3831.414899,-7626.67128,,80.0,1850.0,53.11,0.0016,51.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
247,46,WIND,W,,,1.0,572.4000116,0.0,290.04,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,5824742.636,17474227.91,-23298970.55,,46.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
248,19,WIND,W,,,1.0,52.4000231,0.0,57.34,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,48813.55415,146440.6624,-195254.2166,,19.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
249,113,WIND,W,,,1.0,500.0000227,0.0,308.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,4444444.849,13333334.55,-17777779.4,,113.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
250,80,COAL,C,,,1.0,410.0,123.0,191.06,-50.02,12.0,12.0,24.48,,,,,,,153,1.78,0.3,0.533333333,0.766666667,1.0,,35241.57303,1050.00437,1066.457603,-2116.461973,,80.0,2184.0,18.99,0.0016,153.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
251,118,WIND,W,,,1.0,1088.000015,0.0,530.31,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,21044338.35,63133015.04,-84177353.39,,118.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
252,25,WIND,W,,,1.0,890.200014,0.0,526.51,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,14088107.82,42264323.47,-56352431.29,,25.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
253,25,CT,G,,,1.0,1088.2,326.46,609.39,-69.64,1.0,2.0,159.54,,,,,,,18,2.29,0.3,0.533333333,0.766666667,1.0,,8553.537118,5362.220867,5452.312718,-10814.53359,,25.0,3636.0,46.91,0.0016,18.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
254,23,PV,S,,,1.0,32.0,0.0,4.89,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,18204.44444,54613.33333,-72817.77778,,23.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
255,23,PV,S,,,1.0,14.66666667,0.0,2.24,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,3824.197531,11472.59259,-15296.79012,,23.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
256,23,CT,G,,,1.0,932.0,279.6,434.31,-113.7,1.0,2.0,105.24,,,,,,,32,2.29,0.3,0.533333333,0.766666667,1.0,,13023.58079,2822.571722,2888.656266,-5711.227988,,23.0,1950.0,28.48,0.0016,32.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
257,79,CT,G,,,1.0,229.6,68.88,128.58,-14.69,1.0,2.0,42.18,,,,,,,26,2.29,0.3,0.533333333,0.766666667,1.0,,2606.812227,1057.807416,1061.818039,-2119.625455,,79.0,485.0,44.91,0.0016,26.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
258,8,PV,S,,,1.0,28.0,0.0,4.28,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,13937.77778,41813.33333,-55751.11111,,8.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
259,8,CT,G,,,1.0,892.0,267.6,415.67,-108.82,1.0,2.0,56.28,,,,,,,22,2.29,0.3,0.533333333,0.766666667,1.0,,8569.432314,2463.910878,2524.444656,-4988.355534,,8.0,3228.0,25.92,0.0016,22.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
260,108,PV,S,,,1.0,11.33333333,0.0,1.73,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,2283.45679,6850.37037,-9133.82716,,108.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
261,108,COAL,C,,,1.0,1444.0,433.2,672.9,-176.17,12.0,12.0,111.16,,,,,,,321,1.78,0.3,0.533333333,0.766666667,1.0,,260406.7416,3968.494182,4172.5824,-8141.076582,,108.0,1423.0,19.04,0.0016,321.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
262,17,CT,G,,,1.0,517.0,155.1,289.52,-33.09,1.0,2.0,7.72,,,,,,,17,2.29,0.3,0.533333333,0.766666667,1.0,,3837.991266,2981.030529,3001.365762,-5982.396291,,17.0,804.0,55.9,0.0016,17.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
263,29,CT,G,,,1.0,263.6,79.08,147.62,-16.87,1.0,2.0,37.17,,,,,,,10,2.29,0.3,0.533333333,0.766666667,1.0,,1151.091703,759.606438,764.8928241,-1524.499262,,29.0,9.0,27.93,0.0016,10.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
264,29,CT,G,,,1.0,44.2,13.26,24.75,-2.83,1.0,2.0,9.97,,,,,,,27,2.29,0.3,0.533333333,0.766666667,1.0,,521.1353712,123.8903053,124.0389374,-247.9292427,,29.0,149.0,27.45,0.0016,27.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
265,70,PV,S,,,1.0,136.6666667,0.0,22.96,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,332049.3827,996148.1481,-1328197.531,,70.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
266,70,WIND,W,,,1.0,96.99998813,0.0,26.32,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,167271.0702,501813.2105,-669084.2807,,70.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
267,70,WIND,W,,,1.0,119.1999881,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,252597.9941,757793.9824,-1010391.977,,70.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
268,2,CT,G,,,1.0,170.4,51.12,95.42,-10.91,1.0,2.0,44.21,,,,,,,32,2.29,0.3,0.533333333,0.766666667,1.0,,2381.135371,961.4836122,963.6926709,-1925.176283,,2.0,101.0,55.15,0.0016,32.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
269,2,COAL,C,,,1.0,801.0,240.3,448.56,-51.26,12.0,12.0,13.17,,,,,,,173,1.78,0.3,0.533333333,0.766666667,1.0,,77850.0,2165.94,2228.7384,-4394.6784,,2.0,2476.0,19.56,0.0016,173.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
270,120,WIND,W,,,1.0,578.9999877,0.0,296.24,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,5959839.748,17879519.24,-23839358.99,,120.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
271,12,CT,G,,,1.0,1082.2,324.66,504.31,-132.03,1.0,2.0,223.44,,,,,,,60,2.29,0.3,0.533333333,0.766666667,1.0,,28354.58515,4601.800046,4690.901159,-9292.701205,,12.0,2124.0,40.29,0.0016,60.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
272,30,WIND,W,,,1.0,501.3000962,0.0,308.73,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,4467587.314,13402761.94,-17870349.26,,30.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
273,120,PV,S,,,1.0,47.66666667,0.0,7.28,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,40393.08642,121179.2593,-161572.3457,,120.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
274,120,WIND,W,,,1.0,746.3999878,0.0,389.98,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,9904230.075,29712690.23,-39616920.3,,120.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
275,120,WIND,W,,,1.0,1038.999988,0.0,553.84,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,19191483.99,57574451.98,-76765935.97,,120.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
276,35,PV,S,,,1.0,10.66666667,0.0,1.63,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,2022.716049,6068.148148,-8090.864198,,35.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
277,34,PV,S,,,1.0,13.33333333,0.0,2.04,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,3160.493827,9481.481481,-12641.97531,,34.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
278,34,PV,S,,,1.0,21.33333333,0.0,3.26,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,8090.864198,24272.59259,-32363.45679,,34.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
279,34,WIND,W,,,1.0,882.00004,0.0,434.31,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,13829761.25,41489283.76,-55319045.02,,34.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
280,26,CT,G,,,1.0,559.0,167.7,313.04,-35.78,1.0,2.0,135.88,,,,,,,8,2.29,0.3,0.533333333,0.766666667,1.0,,1952.838428,2282.032741,2305.806162,-4587.838904,,26.0,1485.0,39.32,0.0016,8.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
281,26,WIND,W,,,1.0,56.09998349,0.0,3.42,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,55950.36708,167851.1012,-223801.4683,,26.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
282,26,PV,S,,,1.0,508.3333333,0.0,85.4,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,4593827.16,13781481.48,-18375308.64,,26.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
283,61,HYDRO,H,,,1.0,54.9,0.0,23.5,0.0,0.0,0.0,18.2,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,53582.4,160747.2,-214329.6,,61.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,61,HYDRO,H,,,1.0,54.0,0.0,17.2,0.0,0.0,0.0,22.5,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,51840.0,155520.0,-207360.0,,61.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,29,HYDRO,H,,,1.0,108.0,0.0,45.2,0.0,0.0,0.0,43.2,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,207360.0,622080.0,-829440.0,,29.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,70,HYDRO,H,,,1.0,58.0,0.0,11.8,0.0,0.0,0.0,22.4,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,59804.44444,179413.3333,-239217.7778,,70.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,122,HYDRO,H,,,1.0,80.0,0.0,23.5,0.0,0.0,0.0,35.2,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,113777.7778,341333.3333,-455111.1111,,122.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,29,HYDRO,H,,,1.0,17.0,0.0,3.6,0.0,0.0,0.0,8.7,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,5137.777778,15413.33333,-20551.11111,,29.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,61,HYDRO,H,,,1.0,13.8,0.0,6.7,0.0,0.0,0.0,15.8,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,3385.6,10156.8,-13542.4,,61.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,61,HYDRO,H,,,1.0,39.6,0.0,15.2,0.0,0.0,0.0,28.3,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,27878.4,83635.2,-111513.6,,61.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,49,HYDRO,H,,,1.0,30.5,0.0,13.5,0.0,0.0,0.0,22.4,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,16537.77778,49613.33333,-66151.11111,,49.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,42,HYDRO,H,,,1.0,42.0,0.0,15.6,0.0,0.0,0.0,15.2,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,31360.0,94080.0,-125440.0,,42.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
